# Weather station Paderborn / Lippstadt (airport), Germany, METAR=EDLP,selection from 23.01.2019 till 23.11.2019, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EDLP&lang=en
#
"Local time in Paderborn / Lippstadt (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"04.08.2019 13:50";"23.0";"743.5";"762.0";"44";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"04.08.2019 13:20";"23.0";"743.5";"762.0";"44";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"04.08.2019 12:50";"22.0";"744.2";"762.8";"44";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"04.08.2019 12:20";"21.0";"744.2";"762.8";"46";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"04.08.2019 11:50";"21.0";"744.2";"762.8";"46";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"9.0";
"04.08.2019 11:20";"21.0";"744.2";"762.8";"50";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"10.0";
"04.08.2019 10:50";"20.0";"744.8";"763.5";"53";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"10.0";
"04.08.2019 10:20";"19.0";"744.7";"763.5";"56";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 990 m";"10.0 and more";"10.0";
"04.08.2019 09:50";"20.0";"744.8";"763.5";"53";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 960 m";"10.0 and more";"10.0";
"04.08.2019 09:20";"19.0";"744.7";"763.5";"60";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"11.0";
"04.08.2019 08:50";"19.0";"744.7";"763.5";"60";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"11.0";
"04.08.2019 08:20";"19.0";"744.7";"763.5";"68";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"13.0";
"04.08.2019 07:50";"17.0";"744.6";"763.5";"73";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"12.0";
"04.08.2019 07:20";"15.0";"744.5";"763.5";"82";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"12.0";
"04.08.2019 06:50";"15.0";"744.5";"763.5";"82";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1320 m";"10.0 and more";"12.0";
"04.08.2019 06:20";"14.0";"744.4";"763.5";"88";"Wind blowing from the west-southwest";"1";"";"";"";"Broken clouds (60-90%) 1350 m";"10.0 and more";"12.0";
"04.08.2019 05:50";"13.0";"744.3";"763.5";"94";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 1350 m";"10.0 and more";"12.0";
"04.08.2019 05:20";"13.0";"744.3";"763.5";"94";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 1350 m";"10.0 and more";"12.0";
"04.08.2019 04:50";"13.0";"744.3";"763.5";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"04.08.2019 04:20";"13.0";"744.3";"763.5";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"04.08.2019 03:50";"14.0";"744.4";"763.5";"88";"Wind blowing from the south-west";"2";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"12.0";
"04.08.2019 03:20";"15.0";"744.5";"763.5";"88";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 990 m, broken clouds (60-90%) 1380 m";"10.0 and more";"13.0";
"04.08.2019 02:50";"15.0";"744.5";"763.5";"88";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1050 m";"10.0 and more";"13.0";
"04.08.2019 02:20";"15.0";"744.5";"763.5";"88";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 1380 m";"10.0 and more";"13.0";
"04.08.2019 01:50";"16.0";"744.5";"763.5";"83";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 810 m, broken clouds (60-90%) 1140 m";"10.0 and more";"13.0";
"04.08.2019 01:20";"16.0";"744.5";"763.5";"83";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 780 m, broken clouds (60-90%) 1230 m";"10.0 and more";"13.0";
"04.08.2019 00:50";"16.0";"744.5";"763.5";"83";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 780 m, broken clouds (60-90%) 1320 m";"10.0 and more";"13.0";
"04.08.2019 00:20";"16.0";"744.5";"763.5";"83";"variable wind direction";"1";"";"";"";"Broken clouds (60-90%) 780 m";"10.0 and more";"13.0";
"03.08.2019 23:50";"16.0";"744.5";"763.5";"83";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1320 m";"10.0 and more";"13.0";
"03.08.2019 23:20";"16.0";"744.5";"763.5";"83";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1230 m";"10.0 and more";"13.0";
"03.08.2019 22:50";"17.0";"744.6";"763.5";"73";"Wind blowing from the west-southwest";"2";"";"";"";"Broken clouds (60-90%) 930 m, broken clouds (60-90%) 1080 m";"10.0 and more";"12.0";
"03.08.2019 22:20";"17.0";"744.6";"763.5";"77";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 990 m";"10.0 and more";"13.0";
"03.08.2019 21:50";"17.0";"744.6";"763.5";"77";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"13.0";
"03.08.2019 21:20";"17.0";"744.6";"763.5";"73";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"12.0";
"03.08.2019 20:50";"18.0";"744.7";"763.5";"68";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"12.0";
"03.08.2019 20:20";"19.0";"744.0";"762.8";"64";"Wind blowing from the west";"2";"";"";"";"Broken clouds (60-90%) 1170 m";"10.0 and more";"12.0";
"03.08.2019 19:50";"19.0";"744.0";"762.8";"64";"Wind blowing from the west-northwest";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"12.0";
"03.08.2019 19:20";"19.0";"744.0";"762.8";"64";"Wind blowing from the west-northwest";"2";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"12.0";
"03.08.2019 18:50";"20.0";"744.1";"762.8";"60";"Wind blowing from the west-northwest";"3";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"12.0";
"03.08.2019 18:20";"21.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"12.0";
"03.08.2019 17:50";"21.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 1200 m";"10.0 and more";"12.0";
"03.08.2019 17:20";"22.0";"744.2";"762.8";"53";"Wind blowing from the west-northwest";"5";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"12.0";
"03.08.2019 16:50";"22.0";"744.2";"762.8";"53";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 1260 m";"10.0 and more";"12.0";
"03.08.2019 16:20";"21.0";"744.2";"762.8";"57";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 1260 m";"10.0 and more";"12.0";
"03.08.2019 15:50";"21.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 1230 m";"10.0 and more";"12.0";
"03.08.2019 15:20";"21.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 1140 m";"10.0 and more";"12.0";
"03.08.2019 14:50";"21.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"5";"";"";"";"Scattered clouds (40-50%) 1260 m";"10.0 and more";"12.0";
"03.08.2019 14:20";"22.0";"744.2";"762.8";"53";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 1140 m";"10.0 and more";"12.0";
"03.08.2019 13:50";"22.0";"744.2";"762.8";"57";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 960 m, scattered clouds (40-50%) 1080 m";"10.0 and more";"13.0";
"03.08.2019 13:20";"20.0";"744.1";"762.8";"64";"Wind blowing from the west";"3";"";"";"";"Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1080 m";"10.0 and more";"13.0";
"03.08.2019 12:50";"21.0";"744.2";"762.8";"60";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 720 m";"10.0 and more";"13.0";
"03.08.2019 12:20";"19.0";"744.0";"762.8";"83";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 960 m";"10.0 and more";"16.0";
"03.08.2019 11:50";"19.0";"744.0";"762.8";"78";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 330 m";"9.0";"15.0";
"03.08.2019 11:20";"18.0";"744.0";"762.8";"88";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 1200 m";"7.0";"16.0";
"03.08.2019 10:50";"17.0";"743.9";"762.8";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 240 m, broken clouds (60-90%) 990 m";"6.0";"15.0";
"03.08.2019 10:20";"17.0";"743.9";"762.8";"94";"Wind blowing from the west";"2";"";"Mist";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m, broken clouds (60-90%) 450 m";"5.0";"16.0";
"03.08.2019 09:50";"16.0";"743.8";"762.8";"94";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Broken clouds (60-90%) 120 m, broken clouds (60-90%) 270 m, broken clouds (60-90%) 540 m";"3.4";"15.0";
"03.08.2019 09:20";"15.0";"743.8";"762.8";"100";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 90 m";"2.4";"15.0";
"03.08.2019 08:50";"15.0";"743.8";"762.8";"94";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 60 m";"1.9";"14.0";
"03.08.2019 08:20";"15.0";"743.0";"762.0";"94";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 60 m";"1.9";"14.0";
"03.08.2019 07:50";"15.0";"743.0";"762.0";"94";"Wind blowing from the west";"2";"";"Mist";"";"Overcast (100%) 60 m";"1.8";"14.0";
"03.08.2019 07:20";"14.0";"742.9";"762.0";"100";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Overcast (100%) 60 m";"2.1";"14.0";
"03.08.2019 06:50";"14.0";"742.9";"762.0";"100";"Wind blowing from the west";"2";"";"Mist";"";"Broken clouds (60-90%) 90 m";"3.0";"14.0";
"03.08.2019 06:20";"14.0";"742.9";"762.0";"94";"Wind blowing from the west";"2";"";"Mist";"";"Few clouds (10-30%) 90 m, broken clouds (60-90%) 240 m";"3.4";"13.0";
"03.08.2019 05:50";"12.0";"742.0";"761.2";"100";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 330 m";"6.0";"12.0";
"03.08.2019 05:20";"12.0";"742.0";"761.2";"100";"variable wind direction";"1";"";"";"";"No Significant Clouds";"7.0";"12.0";
"03.08.2019 04:50";"12.0";"742.0";"761.2";"100";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"5.0";"12.0";
"03.08.2019 04:20";"12.0";"742.0";"761.2";"100";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"7.0";"12.0";
"03.08.2019 03:50";"13.0";"742.1";"761.2";"94";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 90 m";"10.0 and more";"12.0";
"03.08.2019 03:20";"13.0";"742.1";"761.2";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.08.2019 02:50";"13.0";"742.1";"761.2";"100";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"03.08.2019 02:20";"13.0";"741.4";"760.5";"94";"Wind blowing from the south-east";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.08.2019 01:50";"13.0";"741.4";"760.5";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.08.2019 01:20";"13.0";"741.4";"760.5";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.08.2019 00:50";"14.0";"741.5";"760.5";"88";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"03.08.2019 00:20";"14.0";"741.5";"760.5";"94";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"02.08.2019 23:50";"16.0";"741.6";"760.5";"88";"Wind blowing from the south-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 23:20";"16.0";"741.6";"760.5";"88";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 22:50";"16.0";"741.6";"760.5";"88";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 22:20";"16.0";"741.6";"760.5";"88";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 21:50";"16.0";"741.6";"760.5";"94";"Wind blowing from the east-southeast";"2";"";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"15.0";
"02.08.2019 21:20";"16.0";"741.6";"760.5";"94";"Wind blowing from the east";"2";"";"In the vicinity thunderstorm";"";"Scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1650 m, cumulonimbus clouds";"10.0 and more";"15.0";
"02.08.2019 20:50";"16.0";"741.6";"760.5";"94";"Wind blowing from the east-southeast";"3";"";"In the vicinity thunderstorm";"";"Few clouds (10-30%) 1620 m, cumulonimbus clouds";"10.0 and more";"15.0";
"02.08.2019 20:20";"17.0";"741.7";"760.5";"88";"Wind blowing from the south-southeast";"3";"";"In the vicinity thunderstorm";"";"Few clouds (10-30%) 1470 m, scattered clouds (40-50%) 1770 m, cumulonimbus clouds";"10.0 and more";"15.0";
"02.08.2019 19:50";"17.0";"741.7";"760.5";"88";"Wind blowing from the south-southeast";"4";"";"";"";"Broken clouds (60-90%) 1590 m, cumulonimbus clouds";"10.0 and more";"15.0";
"02.08.2019 19:20";"17.0";"741.7";"760.5";"83";"Wind blowing from the south-east";"3";"";"Light shower(s), rain";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 18:50";"18.0";"741.7";"760.5";"88";"Wind blowing from the north-northeast";"5";"";"Light shower(s), rain";"Thunderstorm, rain";"Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 750 m";"10.0 and more";"16.0";
"02.08.2019 18:20";"15.0";"741.5";"760.5";"88";"Wind blowing from the west-southwest";"10";"";"Heavy thunderstorm, rain";"";"Scattered clouds (40-50%) 1560 m, cumulonimbus clouds , broken clouds (60-90%) 1890 m";"2.8";"13.0";
"02.08.2019 17:50";"23.0";"741.3";"759.7";"47";"Wind blowing from the north-west";"2";"";"In the vicinity thunderstorm";"";"Scattered clouds (40-50%) 1800 m, cumulonimbus clouds";"10.0 and more";"11.0";
"02.08.2019 17:20";"23.0";"741.3";"759.7";"47";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"02.08.2019 16:50";"24.0";"741.3";"759.7";"41";"Wind blowing from the west-northwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.08.2019 16:20";"24.0";"741.3";"759.7";"41";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.08.2019 15:50";"23.0";"742.0";"760.5";"44";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.08.2019 15:20";"23.0";"742.0";"760.5";"50";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 14:50";"23.0";"742.0";"760.5";"47";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"02.08.2019 14:20";"24.0";"742.1";"760.5";"44";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"02.08.2019 13:50";"23.0";"742.0";"760.5";"47";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"02.08.2019 13:20";"23.0";"742.0";"760.5";"44";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"02.08.2019 12:50";"23.0";"742.7";"761.2";"47";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 1350 m";"10.0 and more";"11.0";
"02.08.2019 12:20";"23.0";"742.7";"761.2";"47";"variable wind direction";"3";"";"";"";"Scattered clouds (40-50%) 1380 m";"10.0 and more";"11.0";
"02.08.2019 11:50";"23.0";"742.7";"761.2";"47";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 1380 m";"10.0 and more";"11.0";
"02.08.2019 11:20";"22.0";"742.7";"761.2";"50";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"11.0";
"02.08.2019 10:50";"22.0";"742.7";"761.2";"53";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 1170 m";"10.0 and more";"12.0";
"02.08.2019 10:20";"21.0";"742.6";"761.2";"53";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 1020 m, scattered clouds (40-50%) 1590 m";"10.0 and more";"11.0";
"02.08.2019 09:50";"21.0";"742.6";"761.2";"57";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 960 m";"10.0 and more";"12.0";
"02.08.2019 09:20";"21.0";"742.6";"761.2";"57";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 810 m";"10.0 and more";"12.0";
"02.08.2019 08:50";"20.0";"742.5";"761.2";"69";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 08:20";"19.0";"742.5";"761.2";"73";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 07:50";"18.0";"743.2";"762.0";"78";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"02.08.2019 07:20";"17.0";"743.1";"762.0";"77";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"02.08.2019 06:50";"16.0";"743.1";"762.0";"83";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"02.08.2019 06:20";"15.0";"743.0";"762.0";"82";"Wind blowing from the south-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 05:50";"14.0";"742.9";"762.0";"88";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 990 m";"10.0 and more";"12.0";
"02.08.2019 05:20";"14.0";"742.9";"762.0";"88";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 04:50";"14.0";"742.9";"762.0";"88";"Wind blowing from the west-southwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 04:20";"14.0";"742.9";"762.0";"88";"Wind blowing from the south-west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 03:50";"14.0";"742.9";"762.0";"88";"Wind blowing from the south-southwest";"1";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"12.0";
"02.08.2019 03:20";"15.0";"743.0";"762.0";"82";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1080 m";"10.0 and more";"12.0";
"02.08.2019 02:50";"15.0";"743.0";"762.0";"82";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1050 m";"10.0 and more";"12.0";
"02.08.2019 02:20";"15.0";"743.0";"762.0";"82";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"12.0";
"02.08.2019 01:50";"15.0";"743.0";"762.0";"82";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1290 m";"10.0 and more";"12.0";
"02.08.2019 01:20";"16.0";"743.1";"762.0";"77";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1350 m";"10.0 and more";"12.0";
"02.08.2019 00:50";"16.0";"743.1";"762.0";"77";"Wind blowing from the south";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"02.08.2019 00:20";"16.0";"743.1";"762.0";"77";"Wind blowing from the south-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"01.08.2019 23:50";"17.0";"743.9";"762.8";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"01.08.2019 23:20";"18.0";"744.0";"762.8";"68";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"01.08.2019 22:50";"19.0";"744.0";"762.8";"64";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
